illegal_moves,illegal_rate,stock_lvl,winner,game_length,step,train_loss,val_loss
5,0.1111111111111111,5,stock,45,16000,2.78613805770874,2.817537307739258
37,0.2868217054263566,10,stock,129,16000,2.78613805770874,2.817537307739258
9,0.1525423728813559,15,stock,59,16000,2.78613805770874,2.817537307739258
10,0.196078431372549,20,stock,51,16000,2.78613805770874,2.817537307739258
1,0.0222222222222222,5,stock,45,16000,2.78613805770874,2.817537307739258
3,0.0967741935483871,10,stock,31,16000,2.78613805770874,2.817537307739258
14,0.2222222222222222,15,stock,63,16000,2.78613805770874,2.817537307739258
5,0.1515151515151515,20,stock,33,16000,2.78613805770874,2.817537307739258
0,0.0,5,stock,35,18000,2.7303614616394043,2.7680726051330566
3,0.0857142857142857,10,stock,35,18000,2.7303614616394043,2.7680726051330566
10,0.2222222222222222,15,stock,45,18000,2.7303614616394043,2.7680726051330566
5,0.0943396226415094,20,stock,53,18000,2.7303614616394043,2.7680726051330566
10,0.2127659574468085,5,stock,47,18000,2.7303614616394043,2.7680726051330566
4,0.1379310344827586,10,stock,29,18000,2.7303614616394043,2.7680726051330566
6,0.1333333333333333,15,stock,45,18000,2.7303614616394043,2.7680726051330566
4,0.0851063829787234,20,stock,47,18000,2.7303614616394043,2.7680726051330566
16,0.2025316455696202,5,stock,79,18000,2.7303614616394043,2.7680726051330566
12,0.1846153846153846,10,stock,65,18000,2.7303614616394043,2.7680726051330566
13,0.2203389830508474,15,stock,59,18000,2.7303614616394043,2.7680726051330566
6,0.1132075471698113,20,stock,53,18000,2.7303614616394043,2.7680726051330566
6,0.1052631578947368,5,stock,57,20000,2.700915575027466,2.718693971633911
10,0.1408450704225352,10,stock,71,20000,2.700915575027466,2.718693971633911
7,0.1891891891891892,15,stock,37,20000,2.700915575027466,2.718693971633911
8,0.1632653061224489,20,stock,49,20000,2.700915575027466,2.718693971633911
6,0.109090909090909,5,stock,55,20000,2.700915575027466,2.718693971633911
3,0.0638297872340425,10,stock,47,20000,2.700915575027466,2.718693971633911
12,0.1690140845070422,15,stock,71,20000,2.700915575027466,2.718693971633911
4,0.0975609756097561,20,stock,41,20000,2.700915575027466,2.718693971633911
1,0.0285714285714285,5,stock,35,20000,2.700915575027466,2.718693971633911
4,0.0888888888888888,10,stock,45,20000,2.700915575027466,2.718693971633911
4,0.0930232558139534,15,stock,43,20000,2.700915575027466,2.718693971633911
7,0.1627906976744186,20,stock,43,20000,2.700915575027466,2.718693971633911
12,0.2553191489361702,5,stock,47,22000,2.693080186843872,2.666389942169189
7,0.1186440677966101,10,stock,59,22000,2.693080186843872,2.666389942169189
1,0.027027027027027,15,stock,37,22000,2.693080186843872,2.666389942169189
7,0.1272727272727272,20,stock,55,22000,2.693080186843872,2.666389942169189
5,0.1020408163265306,5,stock,49,22000,2.693080186843872,2.666389942169189
14,0.1971830985915492,10,stock,71,22000,2.693080186843872,2.666389942169189
7,0.1489361702127659,15,stock,47,22000,2.693080186843872,2.666389942169189
1,0.0256410256410256,20,stock,39,22000,2.693080186843872,2.666389942169189
7,0.1372549019607843,5,stock,51,22000,2.693080186843872,2.666389942169189
4,0.0816326530612244,10,stock,49,22000,2.693080186843872,2.666389942169189
4,0.1081081081081081,15,stock,37,22000,2.693080186843872,2.666389942169189
1,0.032258064516129,20,stock,31,22000,2.693080186843872,2.666389942169189
6,0.0983606557377049,5,stock,61,24000,2.6365675926208496,2.635121583938598
5,0.1351351351351351,10,stock,37,24000,2.6365675926208496,2.635121583938598
5,0.0847457627118644,15,stock,59,24000,2.6365675926208496,2.635121583938598
9,0.1343283582089552,20,stock,67,24000,2.6365675926208496,2.635121583938598
14,0.2153846153846154,5,stock,65,24000,2.6365675926208496,2.635121583938598
5,0.1219512195121951,10,stock,41,24000,2.6365675926208496,2.635121583938598
7,0.1186440677966101,15,stock,59,24000,2.6365675926208496,2.635121583938598
3,0.0666666666666666,20,stock,45,24000,2.6365675926208496,2.635121583938598
5,0.087719298245614,5,stock,57,24000,2.6365675926208496,2.635121583938598
2,0.0377358490566037,10,stock,53,24000,2.6365675926208496,2.635121583938598
2,0.0571428571428571,15,stock,35,24000,2.6365675926208496,2.635121583938598
4,0.0975609756097561,20,stock,41,24000,2.6365675926208496,2.635121583938598
5,0.0943396226415094,5,stock,53,26000,2.604408264160156,2.61402440071106
1,0.0476190476190476,10,stock,21,26000,2.604408264160156,2.61402440071106
5,0.0943396226415094,15,stock,53,26000,2.604408264160156,2.61402440071106
2,0.054054054054054,20,stock,37,26000,2.604408264160156,2.61402440071106
7,0.1272727272727272,5,stock,55,26000,2.604408264160156,2.61402440071106
3,0.0967741935483871,10,stock,31,26000,2.604408264160156,2.61402440071106
4,0.0579710144927536,15,stock,69,26000,2.604408264160156,2.61402440071106
7,0.1272727272727272,20,stock,55,26000,2.604408264160156,2.61402440071106
6,0.0983606557377049,5,stock,61,26000,2.604408264160156,2.61402440071106
4,0.0615384615384615,10,stock,65,26000,2.604408264160156,2.61402440071106
4,0.0888888888888888,15,stock,45,26000,2.604408264160156,2.61402440071106
2,0.0465116279069767,20,stock,43,26000,2.604408264160156,2.61402440071106
10,0.1492537313432835,5,stock,67,28000,2.599129438400269,2.60588002204895
9,0.1578947368421052,10,stock,57,28000,2.599129438400269,2.60588002204895
12,0.1518987341772152,15,stock,79,28000,2.599129438400269,2.60588002204895
2,0.0571428571428571,20,stock,35,28000,2.599129438400269,2.60588002204895
2,0.0571428571428571,5,stock,35,28000,2.599129438400269,2.60588002204895
3,0.0638297872340425,10,stock,47,28000,2.599129438400269,2.60588002204895
4,0.0851063829787234,15,stock,47,28000,2.599129438400269,2.60588002204895
1,0.0285714285714285,20,stock,35,28000,2.599129438400269,2.60588002204895
9,0.1636363636363636,5,stock,55,28000,2.599129438400269,2.60588002204895
5,0.1111111111111111,10,stock,45,28000,2.599129438400269,2.60588002204895
10,0.1639344262295081,15,stock,61,28000,2.599129438400269,2.60588002204895
12,0.1791044776119403,20,stock,67,28000,2.599129438400269,2.60588002204895
7,0.1147540983606557,5,stock,61,30000,2.542966604232788,2.558777332305908
4,0.056338028169014,10,stock,71,30000,2.542966604232788,2.558777332305908
1,0.024390243902439,15,stock,41,30000,2.542966604232788,2.558777332305908
7,0.1489361702127659,20,stock,47,30000,2.542966604232788,2.558777332305908
3,0.0491803278688524,5,stock,61,30000,2.542966604232788,2.558777332305908
8,0.1702127659574468,10,stock,47,30000,2.542966604232788,2.558777332305908
9,0.1764705882352941,15,stock,51,30000,2.542966604232788,2.558777332305908
8,0.2051282051282051,20,stock,39,30000,2.542966604232788,2.558777332305908
7,0.1228070175438596,5,stock,57,30000,2.542966604232788,2.558777332305908
9,0.1384615384615384,10,stock,65,30000,2.542966604232788,2.558777332305908
6,0.1395348837209302,15,stock,43,30000,2.542966604232788,2.558777332305908
5,0.1219512195121951,20,stock,41,30000,2.542966604232788,2.558777332305908
3,0.12,5,stock,25,32000,2.537043333053589,2.5280568599700928
12,0.2181818181818181,10,stock,55,32000,2.537043333053589,2.5280568599700928
4,0.0888888888888888,15,stock,45,32000,2.537043333053589,2.5280568599700928
2,0.064516129032258,20,stock,31,32000,2.537043333053589,2.5280568599700928
5,0.1219512195121951,5,stock,41,32000,2.537043333053589,2.5280568599700928
8,0.1126760563380281,10,stock,71,32000,2.537043333053589,2.5280568599700928
13,0.1688311688311688,15,stock,77,32000,2.537043333053589,2.5280568599700928
5,0.087719298245614,20,stock,57,32000,2.537043333053589,2.5280568599700928
3,0.0508474576271186,5,stock,59,32000,2.537043333053589,2.5280568599700928
5,0.081967213114754,10,stock,61,32000,2.537043333053589,2.5280568599700928
1,0.0303030303030303,15,stock,33,32000,2.537043333053589,2.5280568599700928
3,0.1111111111111111,20,stock,27,32000,2.537043333053589,2.5280568599700928
11,0.1594202898550724,5,stock,69,34000,2.5239500999450684,2.528559446334839
12,0.1690140845070422,10,stock,71,34000,2.5239500999450684,2.528559446334839
4,0.0677966101694915,15,stock,59,34000,2.5239500999450684,2.528559446334839
4,0.0851063829787234,20,stock,47,34000,2.5239500999450684,2.528559446334839
11,0.1594202898550724,5,stock,69,34000,2.5239500999450684,2.528559446334839
9,0.1267605633802817,10,stock,71,34000,2.5239500999450684,2.528559446334839
5,0.1162790697674418,15,stock,43,34000,2.5239500999450684,2.528559446334839
4,0.1379310344827586,20,stock,29,34000,2.5239500999450684,2.528559446334839
2,0.0869565217391304,5,stock,23,34000,2.5239500999450684,2.528559446334839
1,0.037037037037037,10,stock,27,34000,2.5239500999450684,2.528559446334839
9,0.1525423728813559,15,stock,59,34000,2.5239500999450684,2.528559446334839
5,0.1351351351351351,20,stock,37,34000,2.5239500999450684,2.528559446334839
9,0.2,5,stock,45,36000,2.503980159759521,2.493093490600586
10,0.2040816326530612,10,stock,49,36000,2.503980159759521,2.493093490600586
2,0.0465116279069767,15,stock,43,36000,2.503980159759521,2.493093490600586
2,0.0425531914893617,20,stock,47,36000,2.503980159759521,2.493093490600586
11,0.1294117647058823,5,stock,85,36000,2.503980159759521,2.493093490600586
4,0.2352941176470588,10,stock,17,36000,2.503980159759521,2.493093490600586
22,0.231578947368421,15,stock,95,36000,2.503980159759521,2.493093490600586
9,0.1525423728813559,20,stock,59,36000,2.503980159759521,2.493093490600586
5,0.0847457627118644,5,stock,59,36000,2.503980159759521,2.493093490600586
9,0.2,10,stock,45,36000,2.503980159759521,2.493093490600586
7,0.1555555555555555,15,stock,45,36000,2.503980159759521,2.493093490600586
3,0.0508474576271186,20,stock,59,36000,2.503980159759521,2.493093490600586
3,0.0545454545454545,5,stock,55,38000,2.472875595092773,2.46604585647583
6,0.1132075471698113,10,stock,53,38000,2.472875595092773,2.46604585647583
1,0.04,15,stock,25,38000,2.472875595092773,2.46604585647583
4,0.0727272727272727,20,stock,55,38000,2.472875595092773,2.46604585647583
9,0.1428571428571428,5,stock,63,38000,2.472875595092773,2.46604585647583
5,0.1020408163265306,10,stock,49,38000,2.472875595092773,2.46604585647583
8,0.135593220338983,15,stock,59,38000,2.472875595092773,2.46604585647583
7,0.1489361702127659,20,stock,47,38000,2.472875595092773,2.46604585647583
14,0.1686746987951807,5,stock,83,38000,2.472875595092773,2.46604585647583
5,0.1162790697674418,10,stock,43,38000,2.472875595092773,2.46604585647583
7,0.1372549019607843,15,stock,51,38000,2.472875595092773,2.46604585647583
3,0.0967741935483871,20,stock,31,38000,2.472875595092773,2.46604585647583
9,0.1058823529411764,5,stock,85,40000,2.4585607051849365,2.449723720550537
4,0.0888888888888888,10,stock,45,40000,2.4585607051849365,2.449723720550537
8,0.1269841269841269,15,stock,63,40000,2.4585607051849365,2.449723720550537
4,0.1025641025641025,20,stock,39,40000,2.4585607051849365,2.449723720550537
10,0.144927536231884,5,stock,69,40000,2.4585607051849365,2.449723720550537
13,0.2203389830508474,10,stock,59,40000,2.4585607051849365,2.449723720550537
13,0.1940298507462686,15,stock,67,40000,2.4585607051849365,2.449723720550537
7,0.1627906976744186,20,stock,43,40000,2.4585607051849365,2.449723720550537
3,0.0545454545454545,5,stock,55,40000,2.4585607051849365,2.449723720550537
11,0.1466666666666666,10,stock,75,40000,2.4585607051849365,2.449723720550537
13,0.1940298507462686,15,stock,67,40000,2.4585607051849365,2.449723720550537
2,0.0689655172413793,20,stock,29,40000,2.4585607051849365,2.449723720550537
6,0.08,5,stock,75,40000,2.4500787258148193,2.4480984210968018
4,0.0851063829787234,10,stock,47,40000,2.4500787258148193,2.4480984210968018
10,0.18181818181818182,15,stock,55,40000,2.4500787258148193,2.4480984210968018
6,0.13333333333333333,20,stock,45,40000,2.4500787258148193,2.4480984210968018
8,0.11940298507462686,5,stock,67,40000,2.4500787258148193,2.4480984210968018
12,0.21052631578947367,10,stock,57,40000,2.4500787258148193,2.4480984210968018
10,0.18867924528301888,15,stock,53,40000,2.4500787258148193,2.4480984210968018
5,0.1111111111111111,20,stock,45,40000,2.4500787258148193,2.4480984210968018
4,0.06779661016949153,5,stock,59,40000,2.4500787258148193,2.4480984210968018
4,0.0851063829787234,10,stock,47,40000,2.4500787258148193,2.4480984210968018
3,0.06382978723404255,15,stock,47,40000,2.4500787258148193,2.4480984210968018
2,0.06896551724137931,20,stock,29,40000,2.4500787258148193,2.4480984210968018
